,name,code,rarity,min_price,avg_price
1,Ally of Justice Clausolas,SBCB,Common,0.25,1.22
2,Ally of Justice Clausolas,HAC1,Common,0.25,1.52
3,Ally of Justice Clausolas,DT01,Duel Terminal Normal Parallel Rare,0.99,3.06
4,Ally of Justice Clausolas,HAC1,Duel Terminal Normal Parallel Rare,1.01,1.59
0,Curse Necrofear,LDS3,Secret Rare,1.45,3.12
1,Curse Necrofear,LED5,Ultra Rare,10.24,22.78
0,Heroic Champion - Gandiva,OP19,Common,1.04,1.38
1,Heroic Champion - Gandiva,BP03,Shatterfoil Rare,1.99,4.52
2,Heroic Champion - Gandiva,ABYR,Ultra Rare,2.49,4.03
3,Heroic Champion - Gandiva,ABYR,Ultimate Rare,2.8,4.18
0,Starving Venom Fusion Dragon,LDS3,Common,0.75,1.52
1,Starving Venom Fusion Dragon,LED5,Rare,1.47,2.93
2,Starving Venom Fusion Dragon,FIGA,Super Rare,1.69,3.73
3,Starving Venom Fusion Dragon,LEDD,Ultra Rare,2.37,3.94
4,Starving Venom Fusion Dragon,MP17,Secret Rare,5.75,8.31
5,Starving Venom Fusion Dragon,INOV,Secret Rare,5.98,13.03
0,Vision HERO Increase,GFP2,Ultra Rare,0.99,1.98
1,Vision HERO Increase,BLHR,Secret Rare,4.46,9.13
0,Ghostrick Specter,GFP2,Ultra Rare,0.48,1.58
1,Ghostrick Specter,SHSP,Common,0.71,1.31
2,Ghostrick Specter,MP14,Common,0.99,1.53
0,Ally of Justice Quarantine,HAC1,Common,0.42,1.15
1,Ally of Justice Quarantine,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.16
2,Ally of Justice Quarantine,HA03,Super Rare,1.15,1.36
3,Ally of Justice Quarantine,DT03,Duel Terminal Normal Parallel Rare,2.99,4.37
0,Inzektor Hornet,GRCR,Rare,0.29,1.73
1,Inzektor Hornet,GFP2,Ultra Rare,0.29,1.64
2,Inzektor Hornet,GRCR,Collector's Rare,0.99,1.87
3,Inzektor Hornet,ORCS,Super Rare,1.35,2.06
0,Toon Ancient Gear Golem,LDS1,Common,0.25,1.78
1,Toon Ancient Gear Golem,DLCS,Common,0.25,1.73
2,Toon Ancient Gear Golem,SGX1,Common,0.25,1.19
3,Toon Ancient Gear Golem,DRL2,Super Rare,0.67,1.82
0,Chimeratech Rampage Dragon,GFP2,Ultra Rare,0.35,1.73
1,Chimeratech Rampage Dragon,LEDD,Common,0.39,1.84
2,Chimeratech Rampage Dragon,BOSH,Super Rare,0.49,1.78
3,Chimeratech Rampage Dragon,LED3,Common,0.49,1.99
4,Chimeratech Rampage Dragon,LEDD,Ultra Rare,0.69,1.86
0,Beetrooper Fly & Sting,DAMA,Common,0.25,1.6
1,Beetrooper Fly & Sting,MP22,Common,0.25,1.13
0,Beetrooper Landing,BODE,Common,0.33,1.8
1,Beetrooper Landing,MP22,Common,0.46,1.12
0,The Fabled Chawa,HAC1,Common,0.42,1.13
1,The Fabled Chawa,HA04,Super Rare,0.6,1.53
2,The Fabled Chawa,HAC1,Duel Terminal Normal Parallel Rare,0.75,1.13
3,The Fabled Chawa,DT04,Duel Terminal Normal Parallel Rare,5.49,6.91
0,Vampire Sorcerer,GFP2,Ultra Rare,0.33,1.59
1,Vampire Sorcerer,DASA,Super Rare,0.99,1.7
2,Vampire Sorcerer,MP14,Ultra Rare,1.18,2.2
3,Vampire Sorcerer,SHSP,Ultra Rare,1.3,4.05
0,Offering to the Immortals,LDS3,Common,0.54,1.13
1,Offering to the Immortals,ABPF,Rare,0.96,1.35
2,Offering to the Immortals,LC5D,Common,0.97,1.9
0,Stardust Illumination,MP22,Rare,0.49,1.2
1,Stardust Illumination,DAMA,Ultra Rare,0.97,2.09
0,Inzektor Dragonfly,ORCS,Rare,0.25,1.58
1,Inzektor Dragonfly,GRCR,Super Rare,0.41,1.59
2,Inzektor Dragonfly,GRCR,Collector's Rare,0.99,1.68
3,Inzektor Dragonfly,OP17,Common,1.05,1.47
0,Ukiyoe-P.U.N.K. Amazing Dragon,GRCR,Ultra Rare,1.74,2.81
1,Ukiyoe-P.U.N.K. Amazing Dragon,GRCR,Collector's Rare,1.74,2.77
0,Ojama King,SGX1,Common,0.49,1.47
1,Ojama King,SGX1,Secret Rare,0.99,1.32
2,Ojama King,SOD-,Rare,1.0,2.96
3,Ojama King,DP2-,Common,1.0,1.84
4,Ojama King,SOD-,Ultimate Rare,1.44,2.59
5,Ojama King,DR3-,Rare,1.99,10.95
0,Vivid Tail,DIFO,Common,0.41,1.75
0,Converging Wills Dragon,MP22,Common,0.25,1.12
1,Converging Wills Dragon,DAMA,Common,0.43,1.69
0,Warlock of the Ice Barrier,HAC1,Common,0.42,1.23
1,Warlock of the Ice Barrier,HA04,Super Rare,0.5,1.29
2,Warlock of the Ice Barrier,SDFC,Common,0.57,1.68
3,Warlock of the Ice Barrier,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.14
4,Warlock of the Ice Barrier,DT04,Duel Terminal Normal Parallel Rare,1.33,2.07
0,Naturia Fruitfly,HAC1,Common,0.42,1.52
1,Naturia Fruitfly,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.59
2,Naturia Fruitfly,HA03,Super Rare,1.0,1.67
3,Naturia Fruitfly,DT03,Duel Terminal Normal Parallel Rare,2.1,2.99
0,Icejade Cenote Enion Cradle,BACH,Super Rare,0.5,1.65
0,Flint Cragger,GFP2,Ultra Rare,0.66,1.69
0,Fire Ant Ascator,LDS3,Common,0.54,1.2
1,Fire Ant Ascator,LC5D,Rare,1.0,4.18
2,Fire Ant Ascator,LED5,Common,1.09,1.25
3,Fire Ant Ascator,ABPF,Common,1.23,1.42
0,Flamvell Magician,HAC1,Common,0.42,1.68
1,Flamvell Magician,HA01,Super Rare,0.96,1.47
2,Flamvell Magician,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.74
3,Flamvell Magician,DT01,Duel Terminal Normal Parallel Rare,2.74,3.65
0,Drytron Mu Beta Fafnir,MP22,Prismatic Secret Rare,0.49,1.55
1,Drytron Mu Beta Fafnir,LIOV,Secret Rare,2.68,5.41
0,Marincess Coral Triangle,LED9,Ultra Rare,0.99,2.07
0,Gimmick Puppet Bisque Doll,LDS3,Common,0.54,1.14
1,Gimmick Puppet Bisque Doll,LED5,Super Rare,2.57,3.98
0,Runick Slumber,TAMA,Rare,0.43,1.87
0,Number 101: Silent Honor ARK,MAGO,Rare,0.3,1.59
1,Number 101: Silent Honor ARK,DUDE,Ultra Rare,0.35,1.68
2,Number 101: Silent Honor ARK,WIRA,Super Rare,0.49,1.8
3,Number 101: Silent Honor ARK,MP14,Ultra Rare,1.47,1.95
4,Number 101: Silent Honor ARK,PGL2,Gold Rare,1.74,2.74
5,Number 101: Silent Honor ARK,LVAL,Ultra Rare,2.99,8.08
6,Number 101: Silent Honor ARK,LVAL,Ultimate Rare,2.99,25.1
7,Number 101: Silent Honor ARK,LED9,Ghost Rare,21.99,29.8
0,"Lyna the Light Charmer, Lustrous",MP22,Ultra Rare,0.6,1.45
1,"Lyna the Light Charmer, Lustrous",LIOV,Super Rare,0.98,2.37
2,"Lyna the Light Charmer, Lustrous",LIOV,Starlight Rare,1.27,2.28
0,Tenyi Spirit - Shthana,GFP2,Ultra Rare,0.54,1.7
1,Tenyi Spirit - Shthana,MP20,Common,0.99,1.53
2,Tenyi Spirit - Shthana,RIRA,Rare,1.17,1.79
0,Yang Zing Prana,GFP2,Ultra Rare,0.46,1.64
1,Yang Zing Prana,DUEA,Common,0.57,1.17
2,Yang Zing Prana,MP15,Common,0.58,1.3
0,Rainbow Bridge,SDCB,Common,0.25,1.19
1,Rainbow Bridge,LDS1,Ultra Rare,2.96,4.61
2,Rainbow Bridge,LED2,Ultra Rare,8.71,14.61
0,Fabled Krus,HAC1,Common,0.42,1.69
1,Fabled Krus,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.74
2,Fabled Krus,HA03,Secret Rare,1.45,3.64
3,Fabled Krus,DT03,Duel Terminal Rare Parallel Rare,6.98,10.38
0,Astrograph Sorcerer,TAMA,Rare,0.5,1.79
1,Astrograph Sorcerer,TAMA,Collector's Rare,0.99,1.88
2,Astrograph Sorcerer,PEVO,Ultra Rare,1.44,2.6
0,Dark Magician Girl,LDK2,Common,0.35,1.81
1,Dark Magician Girl,YSYR,Common,0.59,1.76
2,Dark Magician Girl,YGLD,Common,0.69,1.73
3,Dark Magician Girl,LEDD,Common,0.69,2.08
4,Dark Magician Girl,DPYG,Super Rare,1.0,5.15
5,Dark Magician Girl,LART,Ultra Rare,1.0,100.12
6,Dark Magician Girl,YGLD,Common,1.19,1.85
7,Dark Magician Girl,SDMY,Common,1.19,1.84
8,Dark Magician Girl,LED6,Common,1.24,1.72
9,Dark Magician Girl,SS01,Common,1.69,2.29
10,Dark Magician Girl,YGLD,Ultra Rare,1.72,2.77
11,Dark Magician Girl,LDS3,Ultra Rare,1.74,3.42
12,Dark Magician Girl,DPBC,Super Rare,4.88,7.73
13,Dark Magician Girl,MVP1,Ultra Rare,4.89,9.08
14,Dark Magician Girl,EVSD,Common,5.92,11.78
15,Dark Magician Girl,MVP1,Gold Rare,6.59,9.13
16,Dark Magician Girl,STP1,Super Rare,7.92,8.41
17,Dark Magician Girl,RDS-,Ultra Rare,8.0,22.45
18,Dark Magician Girl,CT2-,Secret Rare,9.06,40.33
19,Dark Magician Girl,MFC-,Secret Rare,9.98,385.96
20,Dark Magician Girl,MVP1,Secret Rare,10.0,17.55
21,Dark Magician Girl,LART,Ultra Rare,16.98,53.48
22,Dark Magician Girl,PGLD,Gold Rare,17.25,30.47
23,Dark Magician Girl,DT06,Duel Terminal Super Parallel Rare,18.99,79.04
24,Dark Magician Girl,MP22,Prismatic Secret Rare,19.74,24.66
25,Dark Magician Girl,LCYW,Secret Rare,50.99,122.56
26,Dark Magician Girl,DL18,Rare,149.99,203.68
27,Dark Magician Girl,GFP2,Ghost Rare,175.99,331.89
0,"Brionac, Dragon of the Ice Barrier",DUDE,Ultra Rare,0.35,1.85
1,"Brionac, Dragon of the Ice Barrier",SDFC,Super Rare,0.35,1.94
2,"Brionac, Dragon of the Ice Barrier",HAC1,Duel Terminal Ultra Parallel Rare,0.99,1.85
3,"Brionac, Dragon of the Ice Barrier",DUSA,Ultra Rare,1.71,2.52
4,"Brionac, Dragon of the Ice Barrier",GLD5,Gold Rare,2.5,4.28
5,"Brionac, Dragon of the Ice Barrier",H5SE,Super Rare,4.42,10.26
6,"Brionac, Dragon of the Ice Barrier",HA01,Secret Rare,5.88,11.27
7,"Brionac, Dragon of the Ice Barrier",DT01,Duel Terminal Ultra Parallel Rare,76.46,193.06
0,Crimson Knight Vampire Bram,GFP2,Ultra Rare,0.43,1.6
1,Crimson Knight Vampire Bram,SHSP,Ultra Rare,1.0,3.43
2,Crimson Knight Vampire Bram,DASA,Super Rare,1.23,1.67
3,Crimson Knight Vampire Bram,MP14,Ultra Rare,1.68,2.78
0,EN Wave,POTE,Super Rare,0.72,1.24
0,Crystal Boon,SDCB,Common,0.54,1.14
0,Dragunity Legionnaire,LCKC,Ultra Rare,0.42,1.26
1,Dragunity Legionnaire,HAC1,Common,0.42,1.68
2,Dragunity Legionnaire,SDDL,Common,0.65,1.28
3,Dragunity Legionnaire,HA03,Super Rare,0.81,1.43
4,Dragunity Legionnaire,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.75
5,Dragunity Legionnaire,DT03,Duel Terminal Normal Parallel Rare,6.44,6.44
0,Chimeratech Fortress Dragon,GFP2,Ultra Rare,0.95,1.52
1,Chimeratech Fortress Dragon,LEDD,Common,0.99,2.23
2,Chimeratech Fortress Dragon,PGL3,Gold Rare,1.43,3.06
3,Chimeratech Fortress Dragon,DUSA,Ultra Rare,1.97,3.36
4,Chimeratech Fortress Dragon,CT07,Super Rare,2.89,7.88
5,Chimeratech Fortress Dragon,JUMP,Ultra Rare,8.49,13.48
6,Chimeratech Fortress Dragon,BATT,Starfoil Rare,81.98,89.78
0,Evil HERO Lightning Golem,LDS3,Ultra Rare,0.66,1.55
1,Evil HERO Lightning Golem,GLAS,Ultra Rare,2.35,6.16
2,Evil HERO Lightning Golem,GLAS,Ultimate Rare,2.35,5.37
3,Evil HERO Lightning Golem,LCGX,Super Rare,2.73,4.27
0,Naturia Barkion,HAC1,Duel Terminal Ultra Parallel Rare,0.99,1.59
1,Naturia Barkion,PGL2,Gold Rare,1.5,3.99
2,Naturia Barkion,LC5D,Ultra Rare,2.29,4.09
3,Naturia Barkion,HA03,Secret Rare,4.42,7.45
4,Naturia Barkion,GLD5,Ghost/Gold Rare,11.49,31.44
5,Naturia Barkion,DT03,Duel Terminal Ultra Parallel Rare,34.99,41.97
0,Polymerization,SGX2,Common,0.25,1.43
1,Polymerization,SGX1,Common,0.49,1.56
2,Polymerization,SGX1,Common,0.65,1.36
3,Polymerization,SBCB,Common,0.88,1.7
4,Polymerization,SDJ-,Common,0.88,2.26
5,Polymerization,SS02,Common,0.96,1.98
6,Polymerization,SGX1,Common,0.99,1.59
7,Polymerization,SGX1,Common,0.99,1.34
8,Polymerization,LCJW,Super Rare,1.0,4.82
9,Polymerization,LEHD,Common,1.0,2.28
10,Polymerization,SS04,Common,1.0,1.78
11,Polymerization,SS04,Common,1.0,2.02
12,Polymerization,SDRR,Common,1.07,2.01
13,Polymerization,SGX1,Secret Rare,1.16,1.32
14,Polymerization,MAGO,Premium Gold Rare,1.18,3.57
15,Polymerization,LDK2,Common,1.23,2.2
16,Polymerization,HAC1,Duel Terminal Ultra Parallel Rare,1.24,1.65
17,Polymerization,LDK2,Common,1.25,2.0
18,Polymerization,YGLD,Common,1.29,1.77
19,Polymerization,SDHS,Common,1.32,2.05
20,Polymerization,YGLD,Common,1.32,1.95
21,Polymerization,YGLD,Common,1.33,1.81
22,Polymerization,DP1-,Common,1.42,2.24
23,Polymerization,SDMP,Common,1.48,2.07
24,Polymerization,DLG1,Common,1.58,2.36
25,Polymerization,DPKB,Common,1.62,2.11
26,Polymerization,SDMY,Common,1.74,2.22
27,Polymerization,DB1-,Common,1.79,2.13
28,Polymerization,SP15,Common,1.8,2.19
29,Polymerization,SP15,Shatterfoil Rare,1.8,2.19
30,Polymerization,RP01,Common,2.39,4.23
31,Polymerization,DEM4,Common,2.55,4.16
32,Polymerization,LOB-,Super Rare,2.99,7.62
33,Polymerization,LCYW,Super Rare,3.56,4.82
34,Polymerization,LOB-,Super Rare,6.9,6.9
35,Polymerization,LCKC,Secret Rare,9.25,11.65
36,Polymerization,LOB-,Super Rare,10.19,14.56
0,Invader of Darkness,OP08,Common,0.43,1.95
1,Invader of Darkness,TAMA,Rare,0.5,1.7
2,Invader of Darkness,TLM-,Ultra Rare,0.99,3.59
3,Invader of Darkness,BPW2,Common,1.0,1.24
4,Invader of Darkness,LCYW,Common,1.1,1.47
5,Invader of Darkness,IOC-,Secret Rare,1.25,3.57
6,Invader of Darkness,WGRT,Common,3.61,6.45
7,Invader of Darkness,IOC-,Secret Rare,3.99,3.99
8,Invader of Darkness,DR2-,Ultra Rare,4.0,26.37
0,Earthbound Immortal Aslla piscu,LDS3,Ultra Rare,0.39,1.32
1,Earthbound Immortal Aslla piscu,CT06,Secret Rare,3.0,9.92
2,Earthbound Immortal Aslla piscu,LC5D,Super Rare,3.54,5.26
3,Earthbound Immortal Aslla piscu,RGBT,Ultimate Rare,4.48,5.51
4,Earthbound Immortal Aslla piscu,RGBT,Ultra Rare,4.48,5.51
0,Floowandereeze & Toccan,BODE,Common,0.39,1.67
1,Floowandereeze & Toccan,MP22,Ultra Rare,0.49,1.23
0,The Phantom Knights of Silent Boots,MGED,Rare,0.29,1.2
1,The Phantom Knights of Silent Boots,LEHD,Common,0.35,1.98
2,The Phantom Knights of Silent Boots,OP18,Common,1.09,1.58
3,The Phantom Knights of Silent Boots,WIRA,Super Rare,1.64,3.2
4,The Phantom Knights of Silent Boots,BLRR,Secret Rare,3.98,6.91
0,Charcoal Inpachi,SGX1,Common,0.54,1.14
1,Charcoal Inpachi,5DS1,Common,0.88,1.26
2,Charcoal Inpachi,SOD-,Rare,0.99,1.33
3,Charcoal Inpachi,BP01,Common,0.99,1.37
4,Charcoal Inpachi,BP01,Starfoil Rare,0.99,1.39
5,Charcoal Inpachi,SOD-,Ultimate Rare,1.1,1.34
6,Charcoal Inpachi,DR3-,Rare,3.49,4.88
0,Mamonaka the Vaylantz United,TAMA,Ultra Rare,1.25,2.23
1,Mamonaka the Vaylantz United,TAMA,Collector's Rare,1.54,2.22
0,Starliege Seyfert,SDAZ,Common,0.35,1.35
1,Starliege Seyfert,MP20,Ultra Rare,1.99,3.29
2,Starliege Seyfert,CHIM,Secret Rare,11.97,21.75
0,Fabled Andwraith,MP22,Common,0.54,1.12
1,Fabled Andwraith,BLVO,Super Rare,0.66,1.74
0,Void Cauldron,GFP2,Ultra Rare,0.46,1.56
0,The Sacred Waters in the Sky,GFP2,Ultra Rare,0.87,1.67
0,Spright Jet,POTE,Super Rare,0.98,1.69
0,A Hero Lives,SGX2,Common,0.25,1.3
1,A Hero Lives,LED6,Common,0.38,1.41
2,A Hero Lives,LDS3,Common,0.39,1.44
3,A Hero Lives,SDHS,Common,0.67,1.81
4,A Hero Lives,SGX2,Secret Rare,1.18,1.3
5,A Hero Lives,DUSA,Ultra Rare,7.5,12.9
6,A Hero Lives,GENF,Ultra Rare,10.0,18.54
7,A Hero Lives,GENF,Ultimate Rare,12.49,16.28
0,Roxrose Dragon,MP22,Prismatic Secret Rare,0.39,1.44
1,Roxrose Dragon,LIOV,Super Rare,0.95,1.7
0,Virtual World Gate - Xuanwu,MP22,Super Rare,0.33,1.15
1,Virtual World Gate - Xuanwu,BLVO,Common,0.55,1.22
0,Blizzard Warrior,HAC1,Common,0.25,1.64
1,Blizzard Warrior,HA01,Super Rare,0.35,1.23
2,Blizzard Warrior,DT01,Duel Terminal Normal Parallel Rare,0.57,1.0
3,Blizzard Warrior,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.75
0,Different Dimension Capsule,SGX1,Common,0.54,1.15
1,Different Dimension Capsule,EGO1,Common,0.55,1.59
2,Different Dimension Capsule,PGD-,Common,0.67,1.51
3,Different Dimension Capsule,DP04,Common,1.29,1.86
4,Different Dimension Capsule,DR1-,Common,1.41,2.15
0,Ash Blossom & Joyous Spring,SDCB,Common,4.99,5.68
1,Ash Blossom & Joyous Spring,SDSB,Common,6.0,11.58
2,Ash Blossom & Joyous Spring,DUDE,Ultra Rare,8.78,14.88
3,Ash Blossom & Joyous Spring,DUPO,Ultra Rare,9.5,13.35
4,Ash Blossom & Joyous Spring,MAGO,Premium Gold Rare,9.51,13.43
5,Ash Blossom & Joyous Spring,LCKC,Ultra Rare,10.87,15.04
6,Ash Blossom & Joyous Spring,SHVA,Super Rare,10.98,15.15
7,Ash Blossom & Joyous Spring,MP22,Prismatic Secret Rare,13.29,14.59
8,Ash Blossom & Joyous Spring,MACR,Secret Rare,33.0,56.24
0,Masquerade the Blazing Dragon,MP22,Super Rare,0.98,1.62
1,Masquerade the Blazing Dragon,BODE,Ultra Rare,4.74,15.89
0,Mokey Mokey,SGX1,Common,0.99,1.56
1,Mokey Mokey,DR2-,Common,2.0,4.07
2,Mokey Mokey,AST-,Super Short Print,2.09,4.24
3,Mokey Mokey,TU04,Common,3.64,4.43
0,Materiactor Annulus,DIFO,Common,0.41,1.76
0,Flamvell Uruquizas,HAC1,Common,0.33,1.53
1,Flamvell Uruquizas,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.6
2,Flamvell Uruquizas,DT01,Duel Terminal Rare Parallel Rare,1.0,1.0
3,Flamvell Uruquizas,HA01,Secret Rare,1.34,2.04
0,Seventh Eternity,LED9,Rare,0.29,1.7
0,Vernusylph of the Flowering Fields,POTE,Common,0.29,1.62
0,Judge of the Ice Barrier,LIOV,Common,0.11,1.79
1,Judge of the Ice Barrier,MP22,Rare,0.53,1.15
0,Sunlit Sentinel,DIFO,Common,0.41,1.83
0,Super Rush Recklessly,DREV,Super Rare,0.99,1.38
1,Super Rush Recklessly,BP03,Common,0.99,1.28
2,Super Rush Recklessly,BP03,Shatterfoil Rare,0.99,1.28
3,Super Rush Recklessly,SGX1,Common,0.99,1.17
0,Ally of Justice Cycle Reader,HAC1,Common,0.5,1.49
1,Ally of Justice Cycle Reader,OP03,Super Rare,0.85,2.9
2,Ally of Justice Cycle Reader,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.87
3,Ally of Justice Cycle Reader,HA03,Super Rare,1.06,2.53
4,Ally of Justice Cycle Reader,DT03,Duel Terminal Rare Parallel Rare,14.96,22.91
0,Chiron the Mage,SGX1,Common,0.54,1.17
1,Chiron the Mage,BP03,Rare,0.96,1.28
2,Chiron the Mage,BP02,Common,0.97,1.28
3,Chiron the Mage,FET-,Rare,0.99,1.57
4,Chiron the Mage,YS12,Common,0.99,1.28
5,Chiron the Mage,BP01,Common,0.99,1.3
6,Chiron the Mage,BP01,Starfoil Rare,0.99,1.29
7,Chiron the Mage,BP02,Mosaic Rare,0.99,1.28
8,Chiron the Mage,BP03,Shatterfoil Rare,0.99,1.29
9,Chiron the Mage,YSDS,Common,1.13,1.35
10,Chiron the Mage,YSDJ,Common,1.14,1.31
11,Chiron the Mage,FET-,Ultimate Rare,1.18,1.5
12,Chiron the Mage,CP03,Common,1.2,1.42
13,Chiron the Mage,DR3-,Rare,4.45,5.21
0,Majestic Mirage,DAMA,Super Rare,0.33,1.71
1,Majestic Mirage,MP22,Rare,0.54,1.13
0,Thron the Disciplined Angel,MP22,Rare,0.29,1.14
1,Thron the Disciplined Angel,LIOV,Super Rare,0.35,1.86
0,Dragunity Knight - Gormfaobhar,MP22,Common,0.46,1.12
1,Dragunity Knight - Gormfaobhar,BLVO,Super Rare,0.99,1.76
0,Kwagar Hercules,OP18,Super Rare,1.0,1.69
1,Kwagar Hercules,TP3-,Rare,4.99,38.24
2,Kwagar Hercules,TP1-,Super Rare,149.99,291.51
3,Kwagar Hercules,TP1-,Super Rare,216.85,216.85
0,The Agent of Miracles - Jupiter,GFP2,Ultra Rare,0.48,1.62
1,The Agent of Miracles - Jupiter,SDLS,Super Rare,1.09,1.6
0,Armed Dragon Thunderbolt,MP22,Common,0.25,1.15
1,Armed Dragon Thunderbolt,BLVO,Super Rare,0.35,1.8
0,General Raiho of the Ice Barrier,SDFC,Common,0.25,1.71
1,General Raiho of the Ice Barrier,HAC1,Common,0.25,1.61
2,General Raiho of the Ice Barrier,HAC1,Duel Terminal Normal Parallel Rare,0.33,1.68
3,General Raiho of the Ice Barrier,HA04,Secret Rare,0.49,1.66
4,General Raiho of the Ice Barrier,WGRT,Super Rare,0.99,1.12
5,General Raiho of the Ice Barrier,BPW2,Super Rare,1.2,1.21
6,General Raiho of the Ice Barrier,DT04,Duel Terminal Super Parallel Rare,3.56,7.05
0,Scapegoat,TAMA,Rare,0.29,1.68
1,Scapegoat,BP02,Common,0.58,1.79
2,Scapegoat,SDPL,Common,0.58,1.67
3,Scapegoat,YS18,Common,0.68,1.57
4,Scapegoat,OP05,Common,0.69,1.67
5,Scapegoat,MIL1,Common,0.99,1.64
6,Scapegoat,SDJ-,Super Rare,0.99,1.94
7,Scapegoat,TP7-,Rare,1.0,3.16
8,Scapegoat,TAMA,Collector's Rare,1.04,1.83
9,Scapegoat,LDK2,Common,1.13,1.67
10,Scapegoat,BP01,Rare,1.19,1.88
11,Scapegoat,BP02,Mosaic Rare,1.19,1.79
12,Scapegoat,SDMP,Common,1.28,1.63
13,Scapegoat,BP03,Common,1.35,2.0
14,Scapegoat,BP01,Starfoil Rare,1.39,1.94
15,Scapegoat,DASA,Super Rare,1.39,1.81
16,Scapegoat,BP03,Shatterfoil Rare,1.42,2.04
17,Scapegoat,DL09,Rare,3.74,8.66
18,Scapegoat,LCJW,Secret Rare,4.99,7.75
19,Scapegoat,HL05,Ultra Parallel Rare,7.5,15.17
20,Scapegoat,DLG1,Super Rare,9.05,22.57
21,Scapegoat,OP08,Ultimate Rare,59.68,67.53
22,Scapegoat,RP01,Ultra Rare,749.99,749.99
0,The Agent of Force - Mars,GFP2,Ultra Rare,0.48,1.68
1,The Agent of Force - Mars,SDLS,Common,1.08,1.3
2,The Agent of Force - Mars,AST-,Super Rare,1.24,1.98
3,The Agent of Force - Mars,DR2-,Common,1.41,1.96
0,Cocatorium the Heavy Metal Avian,GFP2,Ultra Rare,0.46,1.58
0,Synchro Transmission,BLVO,Common,0.18,1.71
1,Synchro Transmission,MP22,Rare,0.29,1.16
0,Earthbound Immortal Revival,LDS3,Common,0.54,1.14
1,Earthbound Immortal Revival,SOVR,Rare,0.61,1.32
2,Earthbound Immortal Revival,LED5,Common,1.09,1.84
3,Earthbound Immortal Revival,LC5D,Common,1.13,1.54
0,Favorite Hero,LDS3,Common,0.54,1.19
1,Favorite Hero,LED6,Ultra Rare,1.74,4.18
0,Medallion of the Ice Barrier,HAC1,Common,0.25,1.12
1,Medallion of the Ice Barrier,STBL,Common,0.35,1.61
2,Medallion of the Ice Barrier,SDFC,Common,0.66,1.91
3,Medallion of the Ice Barrier,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.13
0,Dragunity Guisarme,HAC1,Secret Rare,1.0,4.26
0,Gagaku-P.U.N.K. Wa Gon,GRCR,Super Rare,0.35,1.67
0,Dark Spirit of Malice,LDS3,Common,0.54,1.19
1,Dark Spirit of Malice,LED5,Super Rare,2.39,3.83
0,Evil★Twin's Trouble Sunny,MP22,Prismatic Secret Rare,1.24,1.68
1,Evil★Twin's Trouble Sunny,BODE,Ultra Rare,1.36,2.2
2,Evil★Twin's Trouble Sunny,BODE,Starlight Rare,1.36,2.2
0,Therion Irregular,POTE,Ultra Rare,0.57,1.47
0,Dark Alligator,GFP2,Ultra Rare,0.48,1.62
0,Book of Moon,SDSC,Common,0.49,1.89
1,Book of Moon,SDDC,Common,0.49,1.82
2,Book of Moon,YSYR,Common,0.49,1.78
3,Book of Moon,EGS1,Common,0.49,1.99
4,Book of Moon,MGED,Premium Gold Rare,0.49,1.73
5,Book of Moon,YS16,Common,0.58,1.91
6,Book of Moon,RP02,Common,0.59,2.02
7,Book of Moon,BLAR,Ultra Rare,0.65,2.26
8,Book of Moon,YSDS,Common,0.69,1.87
9,Book of Moon,SDMA,Common,0.69,1.89
10,Book of Moon,BP01,Common,0.69,2.0
11,Book of Moon,BP02,Common,0.69,2.07
12,Book of Moon,YS18,Common,0.75,1.86
13,Book of Moon,SBCB,Common,0.94,2.36
14,Book of Moon,BP01,Starfoil Rare,0.99,1.96
15,Book of Moon,SGX1,Common,0.99,1.87
16,Book of Moon,AP05,Common,1.0,2.03
17,Book of Moon,PGD-,Rare,1.0,3.63
18,Book of Moon,PGL2,Gold Rare,1.05,2.38
19,Book of Moon,TU01,Common,1.07,2.47
20,Book of Moon,DB2-,Common,1.09,2.54
21,Book of Moon,HAC1,Duel Terminal Ultra Parallel Rare,1.19,1.84
22,Book of Moon,YS17,Common,1.25,1.83
23,Book of Moon,BP02,Mosaic Rare,1.29,1.98
24,Book of Moon,SGX1,Secret Rare,1.43,2.97
25,Book of Moon,LCYW,Secret Rare,1.9,4.69
26,Book of Moon,NKRT,Platinum Rare,2.16,3.5
27,Book of Moon,CP01,Super Rare,3.48,770.22
28,Book of Moon,LCJW,Secret Rare,3.91,6.16
29,Book of Moon,DT03,Duel Terminal Rare Parallel Rare,9.45,20.16
30,Book of Moon,TU07,Ultra Rare,12.5,20.28
31,Book of Moon,OP13,Ultimate Rare,66.99,75.28
32,Book of Moon,OPTP,Super Rare,199.99,421.58
0,Ancient City - Rainbow Ruins,FOTB,Rare,0.25,1.69
1,Ancient City - Rainbow Ruins,DP07,Rare,0.25,1.7
